ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
824,Maharashtra,Mumbai,Locality B,Independent House,1,3428,221.48,6460.98,2021,Semi-Furnished,10,21,4,2,4,2,1,None,None,East,Builder,Ready to Move
825,Tamil Nadu,Coimbatore,Locality A,Independent House,2,2331,113.18,4855.34,2004,Unfurnished,8,6,21,9,2,3,2,Gated,Pool,East,Individual,Under Construction
826,Tamil Nadu,Chennai,Locality B,Villa,2,732,43.06,5882.41,2003,Fully-Furnished,1,20,22,7,3,1,1,Gated,None,North,Individual,Ready to Move
827,Telangana,Hyderabad,Locality C,Apartment,2,1189,69.86,5875.94,2011,Fully-Furnished,3,16,14,2,8,4,2,CCTV,Gym,North,Individual,Under Construction
828,Tamil Nadu,Chennai,Locality C,Independent House,1,2973,290.94,9786.03,2012,Fully-Furnished,15,12,13,3,8,4,2,CCTV,Pool,East,Builder,Under Construction
829,Telangana,Hyderabad,Locality A,Apartment,3,2530,157.64,6230.82,2003,Semi-Furnished,8,22,22,3,6,1,0,None,Pool,South,Builder,Ready to Move
830,Karnataka,Mysore,Locality C,Apartment,4,2175,145.74,6700.75,1991,Semi-Furnished,18,23,34,3,4,2,1,CCTV,Gym,North,Individual,Under Construction
831,Maharashtra,Pune,Locality B,Independent House,2,1170,47.57,4065.78,2012,Fully-Furnished,13,12,13,6,7,4,2,Gated,Clubhouse,West,Builder,Ready to Move
832,Delhi,New Delhi,Locality B,Villa,5,2519,195.9,7777.06,2009,Semi-Furnished,14,13,16,7,9,3,1,Gated,Gym,North,Agent,Ready to Move
833,Maharashtra,Nagpur,Locality A,Independent House,4,3949,283.6,7181.49,1995,Unfurnished,4,8,30,5,1,2,1,Gated,Gym,South,Individual,Ready to Move
834,Tamil Nadu,Coimbatore,Locality C,Apartment,1,2148,167.74,7809.02,2016,Semi-Furnished,7,7,9,2,4,2,1,Gated,Pool,West,Agent,Ready to Move
835,Maharashtra,Nagpur,Locality B,Apartment,5,1602,143.51,8958.18,2003,Fully-Furnished,1,24,22,7,7,1,1,Guard,None,West,Individual,Under Construction
836,Maharashtra,Pune,Locality C,Apartment,1,2642,214.0,8100.02,2000,Unfurnished,15,17,25,7,6,4,1,CCTV,None,West,Individual,Ready to Move
837,Telangana,Hyderabad,Locality B,Independent House,5,3161,283.65,8973.38,2020,Semi-Furnished,13,24,5,4,5,3,2,Gated,Pool,North,Individual,Ready to Move
838,Maharashtra,Pune,Locality A,Apartment,3,2056,149.6,7276.15,2003,Unfurnished,11,24,22,3,1,2,1,None,Clubhouse,West,Agent,Under Construction
839,Karnataka,Mysore,Locality B,Independent House,1,2089,144.78,6930.64,1991,Fully-Furnished,14,7,34,7,7,3,1,Guard,Clubhouse,West,Individual,Ready to Move
840,Tamil Nadu,Chennai,Locality B,Independent House,4,3565,294.2,8252.33,2007,Fully-Furnished,16,21,18,2,2,1,1,Gated,None,South,Builder,Under Construction
841,Tamil Nadu,Coimbatore,Locality B,Apartment,3,2544,231.72,9108.63,2009,Fully-Furnished,10,19,16,4,2,3,2,None,Gym,West,Builder,Ready to Move
842,Tamil Nadu,Chennai,Locality B,Independent House,2,1719,167.07,9719.07,1998,Unfurnished,15,9,27,8,7,3,0,CCTV,Clubhouse,North,Agent,Ready to Move
843,Maharashtra,Mumbai,Locality C,Apartment,5,2182,201.15,9218.61,2018,Fully-Furnished,15,19,7,6,6,4,1,Gated,Pool,South,Agent,Ready to Move
844,Maharashtra,Nagpur,Locality B,Villa,4,538,46.75,8688.94,2003,Semi-Furnished,7,11,22,3,9,1,2,Guard,Gym,East,Builder,Ready to Move
845,Telangana,Hyderabad,Locality A,Apartment,5,1153,100.39,8706.65,2011,Fully-Furnished,18,14,14,8,8,1,2,Gated,Pool,East,Builder,Ready to Move
846,Tamil Nadu,Coimbatore,Locality C,Villa,1,610,59.17,9699.73,1998,Fully-Furnished,3,7,27,2,4,3,0,CCTV,None,West,Builder,Ready to Move
847,Maharashtra,Nagpur,Locality B,Independent House,2,2633,215.84,8197.35,2014,Semi-Furnished,13,14,11,7,8,1,2,Guard,Pool,West,Individual,Under Construction
848,Telangana,Hyderabad,Locality B,Apartment,2,2947,167.67,5689.45,1995,Unfurnished,12,10,30,7,8,3,0,None,Gym,South,Individual,Ready to Move
849,Delhi,New Delhi,Locality B,Apartment,2,2273,104.58,4601.02,1999,Fully-Furnished,16,6,26,7,4,1,2,Gated,None,North,Builder,Ready to Move
850,Maharashtra,Pune,Locality C,Apartment,5,2190,194.54,8882.96,2015,Fully-Furnished,3,18,10,5,9,2,1,Gated,Gym,North,Agent,Ready to Move
851,Maharashtra,Mumbai,Locality B,Apartment,2,2531,164.42,6496.31,2006,Unfurnished,2,6,19,6,7,3,2,CCTV,Clubhouse,North,Builder,Under Construction
852,Tamil Nadu,Chennai,Locality A,Apartment,1,2542,119.74,4710.38,2015,Semi-Furnished,9,11,10,9,9,3,0,Gated,Clubhouse,East,Agent,Ready to Move
853,Delhi,New Delhi,Locality C,Independent House,5,1361,65.21,4791.58,1999,Semi-Furnished,2,17,26,1,7,2,2,None,None,South,Agent,Ready to Move
854,Karnataka,Mysore,Locality C,Villa,3,3415,160.67,4704.77,2022,Semi-Furnished,5,8,3,2,9,1,0,None,Pool,South,Individual,Under Construction
855,Delhi,New Delhi,Locality C,Villa,2,3143,129.26,4112.71,2016,Unfurnished,6,15,9,5,5,1,2,CCTV,Clubhouse,West,Agent,Ready to Move
856,Tamil Nadu,Chennai,Locality B,Independent House,5,2309,203.92,8831.49,2014,Fully-Furnished,19,21,11,2,4,1,0,Gated,Pool,East,Individual,Under Construction
857,Maharashtra,Mumbai,Locality A,Apartment,2,2562,111.79,4363.38,2021,Fully-Furnished,9,5,4,7,1,4,0,None,Pool,South,Agent,Ready to Move
858,Karnataka,Bangalore,Locality A,Villa,5,2487,110.58,4446.39,2014,Fully-Furnished,15,21,11,3,8,3,2,Guard,Gym,West,Agent,Under Construction
859,Karnataka,Mysore,Locality B,Apartment,2,1990,102.92,5171.64,2011,Unfurnished,17,24,14,4,5,2,2,None,None,West,Individual,Ready to Move
860,Telangana,Hyderabad,Locality C,Independent House,4,3348,250.22,7473.62,2003,Fully-Furnished,1,16,22,9,1,1,2,None,Clubhouse,East,Builder,Under Construction
861,Karnataka,Bangalore,Locality B,Independent House,1,2743,138.87,5062.81,2013,Unfurnished,19,8,12,8,7,2,0,Guard,None,South,Agent,Ready to Move
862,Telangana,Hyderabad,Locality A,Villa,4,3491,190.02,5443.21,2010,Fully-Furnished,4,20,15,2,8,1,2,Guard,Clubhouse,North,Individual,Ready to Move
863,Karnataka,Mysore,Locality C,Apartment,2,954,83.21,8721.76,2015,Unfurnished,14,22,10,2,7,2,2,Gated,Gym,West,Builder,Under Construction
864,Maharashtra,Pune,Locality B,Villa,1,2882,285.09,9892.24,2004,Unfurnished,8,20,21,8,3,4,2,Guard,None,North,Builder,Under Construction
865,Karnataka,Bangalore,Locality B,Villa,4,1035,90.64,8757.47,1990,Unfurnished,1,8,35,8,9,1,0,None,Clubhouse,North,Builder,Ready to Move
866,Karnataka,Mysore,Locality C,Apartment,3,1155,79.06,6844.96,1990,Semi-Furnished,17,24,35,8,9,3,0,CCTV,Gym,West,Individual,Under Construction
867,Delhi,New Delhi,Locality A,Independent House,1,3068,167.61,5463.03,2023,Fully-Furnished,9,21,2,4,1,2,2,Gated,None,North,Agent,Under Construction
868,Telangana,Hyderabad,Locality C,Apartment,2,1999,162.94,8151.29,2008,Semi-Furnished,14,16,17,5,7,3,1,Gated,Gym,East,Individual,Under Construction
869,Karnataka,Mysore,Locality A,Villa,3,3679,340.1,9244.34,2012,Semi-Furnished,13,14,13,7,2,2,0,Guard,Gym,South,Agent,Under Construction
870,Karnataka,Bangalore,Locality B,Villa,1,2764,245.82,8893.5,2016,Unfurnished,10,18,9,8,7,1,0,CCTV,Pool,West,Agent,Ready to Move
871,Tamil Nadu,Chennai,Locality A,Villa,4,2161,134.42,6220.35,2002,Semi-Furnished,16,15,23,9,8,3,1,None,Pool,East,Individual,Under Construction
872,Delhi,New Delhi,Locality A,Independent House,5,567,25.67,4527.72,2016,Unfurnished,12,16,9,2,5,1,2,None,None,North,Individual,Under Construction
873,Maharashtra,Mumbai,Locality B,Villa,2,1125,103.94,9239.46,2000,Unfurnished,5,24,25,9,4,3,0,Gated,Gym,North,Individual,Ready to Move
874,Telangana,Hyderabad,Locality C,Independent House,5,1769,116.3,6574.59,1994,Unfurnished,11,19,31,7,6,3,0,None,Pool,North,Builder,Under Construction
875,Karnataka,Mysore,Locality B,Independent House,4,1420,112.55,7925.84,1990,Unfurnished,9,19,35,7,3,1,2,CCTV,Pool,West,Individual,Ready to Move
876,Delhi,New Delhi,Locality C,Apartment,3,3136,299.99,9565.86,1998,Semi-Furnished,2,18,27,2,9,1,2,CCTV,None,East,Builder,Under Construction
877,Tamil Nadu,Chennai,Locality B,Apartment,3,3551,250.73,7060.83,2020,Fully-Furnished,5,10,5,2,6,3,0,None,Clubhouse,West,Agent,Under Construction
878,Karnataka,Bangalore,Locality B,Apartment,5,1813,122.35,6748.5,1992,Fully-Furnished,15,12,33,3,4,1,0,CCTV,Clubhouse,East,Builder,Under Construction
879,Telangana,Hyderabad,Locality A,Independent House,3,3004,193.04,6426.25,2015,Semi-Furnished,3,13,10,4,6,2,1,Guard,Clubhouse,North,Builder,Ready to Move
880,Telangana,Hyderabad,Locality C,Villa,2,2038,150.18,7369.15,2007,Fully-Furnished,7,23,18,7,1,2,0,Gated,Clubhouse,East,Builder,Under Construction
881,Maharashtra,Mumbai,Locality C,Apartment,2,1563,117.5,7517.43,2013,Fully-Furnished,1,14,12,1,7,2,1,Gated,Pool,North,Individual,Under Construction
882,Delhi,New Delhi,Locality C,Villa,2,2536,230.63,9094.43,1994,Unfurnished,4,22,31,2,5,3,0,None,Pool,North,Builder,Under Construction
883,Karnataka,Bangalore,Locality C,Independent House,4,3138,179.99,5735.69,1990,Semi-Furnished,7,22,35,1,3,1,1,Gated,Pool,West,Agent,Under Construction
884,Delhi,New Delhi,Locality C,Villa,3,743,49.95,6723.12,2013,Fully-Furnished,5,23,12,1,3,3,1,Gated,None,West,Builder,Under Construction
885,Telangana,Hyderabad,Locality A,Apartment,2,684,36.89,5393.11,2017,Semi-Furnished,3,13,8,1,6,3,1,Gated,Pool,South,Builder,Under Construction
886,Tamil Nadu,Chennai,Locality A,Apartment,5,1654,81.67,4937.46,1998,Fully-Furnished,7,19,27,1,8,1,1,Guard,Pool,East,Individual,Under Construction
887,Karnataka,Bangalore,Locality B,Villa,2,1570,141.79,9031.21,1996,Unfurnished,4,17,29,6,2,1,2,None,None,South,Individual,Under Construction
888,Maharashtra,Pune,Locality A,Independent House,2,3545,219.45,6190.31,2015,Semi-Furnished,1,12,10,8,8,4,2,Guard,None,North,Builder,Under Construction
889,Delhi,New Delhi,Locality C,Apartment,5,3373,149.63,4436.09,2012,Fully-Furnished,5,11,13,3,1,1,0,Gated,Pool,South,Individual,Under Construction
890,Maharashtra,Mumbai,Locality A,Apartment,5,1015,50.44,4969.7,2018,Fully-Furnished,13,13,7,8,8,1,0,CCTV,Clubhouse,West,Agent,Under Construction
891,Maharashtra,Nagpur,Locality B,Villa,2,2554,254.11,9949.59,1999,Semi-Furnished,15,5,26,3,8,1,0,CCTV,Gym,South,Builder,Ready to Move
892,Maharashtra,Pune,Locality A,Apartment,1,1861,128.62,6911.52,1997,Semi-Furnished,9,16,28,3,1,3,0,Gated,Gym,East,Individual,Under Construction
893,Maharashtra,Mumbai,Locality C,Villa,4,638,48.68,7630.85,1997,Unfurnished,9,8,28,6,1,2,1,Gated,Clubhouse,West,Builder,Ready to Move
894,Maharashtra,Nagpur,Locality B,Villa,1,731,57.77,7903.51,2019,Semi-Furnished,14,8,6,1,7,1,0,Guard,Clubhouse,West,Individual,Under Construction
895,Maharashtra,Mumbai,Locality A,Villa,2,1986,131.49,6620.67,2001,Semi-Furnished,15,6,24,4,4,1,0,Gated,None,South,Builder,Under Construction
896,Karnataka,Bangalore,Locality A,Independent House,4,3464,147.06,4245.32,2022,Fully-Furnished,16,23,3,6,8,2,2,CCTV,Clubhouse,East,Builder,Under Construction
897,Telangana,Hyderabad,Locality A,Apartment,2,2807,243.68,8681.01,1999,Semi-Furnished,10,7,26,6,3,1,1,None,Pool,East,Individual,Ready to Move
898,Karnataka,Bangalore,Locality A,Apartment,5,3903,377.24,9665.34,2009,Semi-Furnished,8,14,16,6,2,3,0,Guard,Pool,South,Builder,Under Construction
899,Tamil Nadu,Coimbatore,Locality C,Apartment,5,2626,171.16,6517.93,2007,Semi-Furnished,8,12,18,5,7,3,0,None,None,South,Agent,Under Construction
900,Karnataka,Mysore,Locality C,Apartment,1,2256,223.66,9913.8,2022,Fully-Furnished,7,6,3,2,6,4,2,Guard,Clubhouse,East,Individual,Ready to Move
901,Tamil Nadu,Chennai,Locality A,Apartment,1,1734,138.23,7971.51,2021,Unfurnished,18,15,4,2,8,1,2,Gated,Clubhouse,South,Individual,Under Construction
902,Karnataka,Bangalore,Locality B,Independent House,4,1042,66.29,6361.47,1997,Unfurnished,9,12,28,6,9,4,1,None,Clubhouse,South,Individual,Ready to Move
903,Maharashtra,Mumbai,Locality C,Villa,3,818,35.18,4300.86,2005,Semi-Furnished,3,10,20,3,5,4,0,Gated,Gym,West,Agent,Ready to Move
904,Karnataka,Mysore,Locality A,Apartment,4,2668,148.3,5558.51,2017,Semi-Furnished,19,15,8,2,8,4,0,Gated,Gym,South,Individual,Ready to Move
905,Tamil Nadu,Coimbatore,Locality B,Villa,1,2786,112.06,4022.3,1990,Fully-Furnished,19,23,35,2,1,3,2,CCTV,Gym,East,Agent,Ready to Move
906,Tamil Nadu,Coimbatore,Locality A,Villa,3,2559,237.49,9280.64,2023,Unfurnished,13,9,2,4,2,1,0,Gated,None,North,Agent,Under Construction
907,Maharashtra,Pune,Locality B,Apartment,4,2200,166.36,7561.64,2010,Fully-Furnished,4,20,15,8,8,3,0,Guard,Clubhouse,West,Builder,Under Construction
908,Tamil Nadu,Coimbatore,Locality C,Apartment,2,3519,248.65,7066.05,2017,Fully-Furnished,18,24,8,1,9,2,0,CCTV,None,East,Builder,Under Construction
909,Telangana,Hyderabad,Locality B,Villa,2,1712,99.35,5803.16,2022,Semi-Furnished,3,19,3,4,4,2,2,Guard,Gym,East,Agent,Under Construction
910,Delhi,New Delhi,Locality A,Villa,2,2153,114.24,5306.0,2001,Fully-Furnished,18,13,24,3,7,4,2,Guard,Pool,West,Individual,Ready to Move
911,Delhi,New Delhi,Locality B,Independent House,2,1193,75.49,6327.92,2009,Semi-Furnished,3,9,16,2,2,4,2,CCTV,Clubhouse,West,Builder,Under Construction
912,Karnataka,Mysore,Locality C,Independent House,4,2091,208.12,9953.03,2003,Semi-Furnished,7,16,22,4,9,1,2,None,Gym,East,Builder,Under Construction
913,Delhi,New Delhi,Locality C,Apartment,5,1456,65.24,4480.55,2000,Semi-Furnished,4,5,25,8,3,2,1,CCTV,Gym,East,Builder,Ready to Move
914,Delhi,New Delhi,Locality B,Independent House,4,3704,151.75,4097.02,2010,Unfurnished,4,9,15,2,7,2,2,Gated,Gym,South,Agent,Under Construction
915,Tamil Nadu,Coimbatore,Locality B,Villa,5,584,46.55,7970.59,1994,Semi-Furnished,5,17,31,4,4,1,1,Gated,Gym,North,Individual,Under Construction
916,Telangana,Hyderabad,Locality B,Independent House,4,3306,158.91,4806.74,2015,Unfurnished,9,15,10,3,4,3,1,Guard,Pool,East,Builder,Under Construction
917,Tamil Nadu,Chennai,Locality B,Villa,3,1332,115.96,8705.71,2004,Unfurnished,17,12,21,4,6,1,1,None,None,East,Agent,Ready to Move
918,Maharashtra,Nagpur,Locality B,Independent House,5,2336,169.36,7249.85,1998,Fully-Furnished,5,12,27,3,5,3,2,CCTV,None,East,Individual,Ready to Move
919,Tamil Nadu,Coimbatore,Locality C,Apartment,2,1190,75.51,6345.26,1996,Fully-Furnished,3,10,29,2,2,1,1,None,None,West,Builder,Ready to Move
920,Delhi,New Delhi,Locality B,Apartment,1,1156,108.35,9373.12,1992,Semi-Furnished,17,12,33,6,4,3,1,CCTV,Gym,West,Individual,Ready to Move
921,Maharashtra,Pune,Locality A,Apartment,4,764,63.7,8337.82,1998,Unfurnished,5,10,27,4,4,2,1,Guard,None,South,Agent,Under Construction
922,Tamil Nadu,Coimbatore,Locality A,Villa,3,1239,102.99,8312.73,2010,Semi-Furnished,2,8,15,9,8,3,0,None,None,North,Builder,Ready to Move
923,Tamil Nadu,Chennai,Locality B,Independent House,2,1800,94.04,5224.44,2022,Fully-Furnished,13,14,3,8,9,3,2,Guard,None,South,Agent,Ready to Move
924,Tamil Nadu,Coimbatore,Locality A,Villa,5,3038,291.37,9590.7,2006,Fully-Furnished,6,9,19,6,1,1,2,None,Pool,South,Agent,Under Construction
925,Tamil Nadu,Chennai,Locality C,Villa,5,2285,108.96,4768.33,2006,Fully-Furnished,14,19,19,7,6,3,1,None,None,East,Builder,Under Construction
926,Karnataka,Mysore,Locality C,Independent House,1,1263,103.24,8173.84,2009,Unfurnished,16,15,16,4,9,3,1,CCTV,None,North,Builder,Under Construction
927,Karnataka,Bangalore,Locality B,Independent House,3,3569,181.51,5085.84,2003,Fully-Furnished,10,21,22,8,6,3,2,Guard,Clubhouse,North,Individual,Under Construction
928,Karnataka,Mysore,Locality A,Independent House,5,3596,162.11,4508.06,2020,Semi-Furnished,18,21,5,4,9,1,2,None,Pool,South,Agent,Under Construction
929,Delhi,New Delhi,Locality C,Apartment,2,1427,139.6,9782.65,2004,Fully-Furnished,7,10,21,2,3,2,0,CCTV,Gym,North,Builder,Ready to Move
930,Maharashtra,Pune,Locality A,Apartment,4,1873,116.71,6231.38,1994,Semi-Furnished,8,6,31,9,1,4,0,None,Gym,North,Agent,Ready to Move
931,Tamil Nadu,Chennai,Locality C,Villa,4,1320,74.71,5659.73,1996,Fully-Furnished,7,21,29,3,4,1,0,Guard,Clubhouse,North,Builder,Under Construction
932,Delhi,New Delhi,Locality B,Independent House,2,2000,103.81,5190.43,2010,Unfurnished,4,5,15,5,7,3,1,Guard,Gym,East,Agent,Under Construction
933,Delhi,New Delhi,Locality A,Apartment,2,1094,67.34,6155.39,1994,Fully-Furnished,1,17,31,6,1,2,2,Guard,Clubhouse,East,Agent,Under Construction
934,Maharashtra,Mumbai,Locality B,Independent House,5,1028,87.02,8465.33,2013,Semi-Furnished,6,12,12,8,6,3,0,Gated,Pool,East,Agent,Under Construction
935,Maharashtra,Mumbai,Locality B,Villa,3,1816,83.66,4606.91,1995,Fully-Furnished,16,21,30,5,4,1,2,CCTV,None,West,Individual,Ready to Move
936,Telangana,Hyderabad,Locality C,Villa,2,1505,73.64,4893.14,2012,Unfurnished,12,24,13,4,6,4,0,Guard,None,East,Builder,Under Construction
937,Delhi,New Delhi,Locality C,Apartment,5,2214,124.52,5624.34,1993,Unfurnished,1,11,32,1,3,1,2,Gated,Clubhouse,South,Builder,Ready to Move
938,Delhi,New Delhi,Locality B,Independent House,4,2042,97.2,4759.95,1996,Unfurnished,18,23,29,6,6,3,2,Guard,None,West,Individual,Ready to Move
939,Delhi,New Delhi,Locality C,Independent House,3,2578,213.36,8276.31,2022,Unfurnished,1,24,3,9,9,1,1,None,Gym,East,Builder,Under Construction
940,Telangana,Hyderabad,Locality C,Villa,2,1851,170.29,9199.65,1999,Semi-Furnished,19,21,26,9,2,1,0,Guard,Gym,South,Builder,Ready to Move
941,Telangana,Hyderabad,Locality B,Apartment,4,1241,81.31,6552.01,1992,Unfurnished,15,18,33,4,2,1,2,Guard,Pool,West,Individual,Under Construction
942,Tamil Nadu,Chennai,Locality B,Villa,2,2347,208.38,8878.72,2014,Unfurnished,3,23,11,8,6,4,0,Guard,Pool,South,Agent,Ready to Move
943,Tamil Nadu,Coimbatore,Locality C,Apartment,5,3704,356.95,9636.89,2008,Unfurnished,14,22,17,7,4,2,2,Guard,None,West,Builder,Under Construction
944,Delhi,New Delhi,Locality A,Villa,4,3448,173.07,5019.3,2001,Fully-Furnished,12,13,24,6,9,3,0,Guard,Gym,South,Individual,Ready to Move
945,Delhi,New Delhi,Locality C,Apartment,4,704,29.48,4187.93,1996,Semi-Furnished,6,13,29,5,1,3,1,Guard,None,North,Individual,Under Construction
946,Telangana,Hyderabad,Locality B,Apartment,2,1313,71.2,5422.89,1990,Semi-Furnished,16,17,35,3,7,3,0,None,Pool,South,Individual,Ready to Move
947,Maharashtra,Nagpur,Locality B,Independent House,2,3684,185.32,5030.39,2014,Semi-Furnished,15,24,11,7,6,3,2,None,Clubhouse,South,Builder,Ready to Move
948,Delhi,New Delhi,Locality B,Apartment,4,532,51.12,9609.47,1993,Fully-Furnished,16,22,32,3,8,2,0,Guard,None,West,Builder,Under Construction
949,Karnataka,Mysore,Locality C,Villa,3,3501,342.88,9793.75,2021,Unfurnished,12,13,4,8,9,3,0,Gated,Pool,East,Agent,Under Construction
950,Telangana,Hyderabad,Locality C,Villa,5,2739,205.23,7492.73,2009,Fully-Furnished,12,22,16,2,7,2,1,None,Pool,South,Agent,Ready to Move
951,Karnataka,Bangalore,Locality A,Independent House,1,628,37.3,5939.47,2007,Fully-Furnished,9,12,18,7,1,3,2,None,Gym,West,Agent,Ready to Move
952,Maharashtra,Pune,Locality B,Villa,2,3481,276.82,7952.35,1992,Fully-Furnished,12,16,33,5,8,3,1,Guard,None,East,Agent,Under Construction
953,Tamil Nadu,Chennai,Locality B,Independent House,2,3363,192.68,5729.31,2015,Fully-Furnished,6,15,10,4,8,4,0,Guard,None,West,Individual,Ready to Move
954,Maharashtra,Mumbai,Locality C,Villa,2,1764,128.16,7265.42,1992,Fully-Furnished,15,18,33,4,2,2,1,None,Gym,East,Builder,Ready to Move
955,Karnataka,Bangalore,Locality A,Apartment,1,3439,194.18,5646.29,1991,Fully-Furnished,13,8,34,4,3,1,0,CCTV,Pool,West,Builder,Ready to Move
956,Maharashtra,Mumbai,Locality C,Villa,3,628,55.35,8813.07,2018,Unfurnished,16,14,7,1,1,2,1,Gated,None,North,Builder,Under Construction
957,Karnataka,Mysore,Locality B,Independent House,2,2346,191.29,8154.02,2007,Fully-Furnished,8,6,18,9,1,2,2,CCTV,Gym,East,Individual,Under Construction
958,Telangana,Hyderabad,Locality C,Villa,5,1977,175.0,8851.65,1990,Fully-Furnished,15,24,35,8,7,1,1,CCTV,Pool,West,Builder,Ready to Move
959,Maharashtra,Nagpur,Locality B,Villa,4,3030,175.81,5802.34,2016,Fully-Furnished,4,20,9,1,6,2,1,CCTV,None,West,Agent,Ready to Move
960,Karnataka,Bangalore,Locality C,Apartment,5,1768,127.69,7222.05,2000,Unfurnished,5,7,25,2,2,2,0,Guard,Clubhouse,North,Individual,Under Construction
961,Maharashtra,Mumbai,Locality B,Independent House,5,3725,261.68,7025.06,1992,Semi-Furnished,11,15,33,6,6,1,1,Gated,Pool,West,Agent,Under Construction
962,Tamil Nadu,Coimbatore,Locality A,Independent House,1,1588,93.68,5899.04,1992,Unfurnished,17,24,33,2,1,3,0,CCTV,Clubhouse,North,Agent,Under Construction
963,Delhi,New Delhi,Locality B,Villa,3,1575,77.01,4889.81,2001,Semi-Furnished,9,23,24,4,9,1,1,CCTV,Pool,East,Individual,Under Construction
964,Telangana,Hyderabad,Locality B,Villa,2,584,50.83,8703.5,2022,Fully-Furnished,6,6,3,9,8,3,2,CCTV,Pool,South,Individual,Ready to Move
965,Karnataka,Mysore,Locality A,Apartment,1,3739,210.56,5631.58,2020,Fully-Furnished,14,18,5,4,2,4,0,CCTV,Gym,South,Individual,Ready to Move
966,Tamil Nadu,Coimbatore,Locality C,Villa,3,1092,76.94,7045.89,2021,Semi-Furnished,12,19,4,8,8,3,2,None,Clubhouse,South,Builder,Under Construction
967,Telangana,Hyderabad,Locality C,Independent House,3,3836,198.24,5167.8,2020,Fully-Furnished,11,14,5,2,9,4,1,None,Pool,South,Builder,Under Construction
968,Karnataka,Mysore,Locality A,Villa,2,2635,239.82,9101.15,2002,Fully-Furnished,13,24,23,2,4,4,1,Gated,None,South,Individual,Under Construction
969,Tamil Nadu,Coimbatore,Locality B,Villa,3,578,49.04,8484.96,1992,Semi-Furnished,9,12,33,2,2,3,2,Gated,Clubhouse,East,Builder,Ready to Move
970,Karnataka,Bangalore,Locality A,Independent House,1,1676,151.04,9012.17,2019,Semi-Furnished,4,20,6,6,4,4,1,Gated,None,North,Builder,Under Construction
971,Delhi,New Delhi,Locality B,Apartment,1,3445,236.94,6877.79,2000,Semi-Furnished,4,14,25,2,9,2,0,Guard,Pool,East,Agent,Ready to Move
972,Delhi,New Delhi,Locality A,Apartment,5,3877,227.48,5867.47,2018,Unfurnished,10,10,7,8,1,1,1,Gated,Pool,East,Individual,Under Construction
973,Maharashtra,Mumbai,Locality B,Villa,4,2555,188.88,7392.66,2021,Semi-Furnished,2,17,4,3,3,2,0,Guard,Clubhouse,North,Individual,Ready to Move
974,Maharashtra,Pune,Locality A,Villa,5,3975,396.88,9984.29,2015,Semi-Furnished,4,17,10,8,2,3,0,None,Gym,West,Builder,Under Construction
975,Tamil Nadu,Chennai,Locality C,Apartment,2,1232,67.55,5482.87,1997,Unfurnished,2,10,28,9,2,1,1,Gated,Clubhouse,North,Individual,Under Construction
976,Karnataka,Mysore,Locality B,Villa,2,563,25.2,4476.83,2016,Fully-Furnished,7,10,9,1,4,4,0,None,Gym,West,Individual,Under Construction
977,Delhi,New Delhi,Locality C,Independent House,2,892,76.91,8622.48,1999,Fully-Furnished,1,16,26,8,7,1,2,Gated,Pool,East,Individual,Ready to Move
978,Telangana,Hyderabad,Locality B,Apartment,1,2726,264.66,9708.86,1990,Semi-Furnished,5,13,35,4,5,1,0,Guard,Gym,East,Individual,Under Construction
979,Tamil Nadu,Coimbatore,Locality A,Villa,3,1335,123.07,9218.56,2004,Semi-Furnished,8,19,21,5,2,2,1,Gated,None,North,Individual,Under Construction
980,Maharashtra,Mumbai,Locality A,Villa,2,2638,152.25,5771.48,1994,Semi-Furnished,8,11,31,9,3,2,2,Gated,Pool,South,Agent,Under Construction
981,Karnataka,Bangalore,Locality C,Independent House,4,2591,143.08,5522.17,2000,Unfurnished,3,19,25,2,7,2,0,CCTV,Gym,East,Individual,Under Construction
982,Karnataka,Mysore,Locality A,Apartment,4,2179,117.88,5409.69,2013,Unfurnished,4,22,12,9,7,2,0,CCTV,Pool,East,Builder,Under Construction
983,Delhi,New Delhi,Locality C,Villa,3,3557,308.95,8685.6,2008,Unfurnished,18,13,17,3,6,4,0,Gated,Clubhouse,North,Individual,Ready to Move
984,Telangana,Hyderabad,Locality B,Apartment,2,2169,192.81,8889.2,1993,Semi-Furnished,2,11,32,3,2,4,1,None,Pool,South,Agent,Ready to Move
985,Tamil Nadu,Coimbatore,Locality C,Villa,1,2440,178.07,7298.02,2015,Semi-Furnished,16,14,10,2,8,3,2,Gated,Gym,East,Agent,Under Construction
986,Telangana,Hyderabad,Locality B,Apartment,4,3974,234.72,5906.38,2017,Fully-Furnished,5,21,8,9,4,1,2,CCTV,Clubhouse,East,Individual,Under Construction
987,Karnataka,Mysore,Locality C,Apartment,2,1644,71.06,4322.66,2019,Fully-Furnished,1,23,6,3,1,1,1,CCTV,Clubhouse,South,Individual,Ready to Move
988,Telangana,Hyderabad,Locality C,Villa,1,581,30.79,5298.66,2021,Unfurnished,14,16,4,9,7,1,0,Guard,Clubhouse,East,Individual,Under Construction
